from_code,to_code,weight,method
CH032,CH032,1.0,jrc_pop18
CH033,CH033,1.0,jrc_pop18
CH040,CH040,1.0,jrc_pop18
CH051,CH051,1.0,jrc_pop18
CH052,CH052,1.0,jrc_pop18
CH053,CH053,1.0,jrc_pop18
CH054,CH054,1.0,jrc_pop18
CH055,CH055,0.9998408318773618,jrc_pop18
CH055,CH057,0.00015916812263816607,jrc_pop18
CH056,CH056,1.0,jrc_pop18
CH057,CH057,1.0,jrc_pop18
CH061,CH061,1.0,jrc_pop18
CH062,CH062,1.0,jrc_pop18
CH063,CH063,1.0,jrc_pop18
CH064,CH064,1.0,jrc_pop18
CH065,CH065,1.0,jrc_pop18
CH066,CH066,1.0,jrc_pop18
CH070,CH070,1.0,jrc_pop18
CY000,CY000,1.0,jrc_pop18
CZ010,CZ010,1.0,jrc_pop18
CZ020,CZ020,1.0,jrc_pop18
CZ031,CZ031,1.0,jrc_pop18
CZ032,CZ032,1.0,jrc_pop18
CZ041,CZ041,1.0,jrc_pop18
CZ042,CZ042,1.0,jrc_pop18
CZ051,CZ051,1.0,jrc_pop18
CZ052,CZ052,1.0,jrc_pop18
CZ053,CZ053,1.0,jrc_pop18
CZ063,CZ063,1.0,jrc_pop18
CZ064,CZ064,1.0,jrc_pop18
CZ071,CZ071,1.0,jrc_pop18
CZ072,CZ072,1.0,jrc_pop18
CZ080,CZ080,1.0,jrc_pop18
DE111,DE111,1.0,jrc_pop18
DE112,DE112,1.0,jrc_pop18
DE113,DE113,1.0,jrc_pop18
DE114,DE114,1.0,jrc_pop18
DE115,DE115,1.0,jrc_pop18
DE116,DE116,1.0,jrc_pop18
DE117,DE117,1.0,jrc_pop18
DE118,DE118,1.0,jrc_pop18
DE119,DE119,1.0,jrc_pop18
DE11A,DE11A,1.0,jrc_pop18
DE11B,DE11B,1.0,jrc_pop18
DE11C,DE11C,1.0,jrc_pop18
DE11D,DE11D,1.0,jrc_pop18
DE121,DE121,1.0,jrc_pop18
DE122,DE122,1.0,jrc_pop18
DE123,DE123,1.0,jrc_pop18
DE124,DE124,1.0,jrc_pop18
DE125,DE125,1.0,jrc_pop18
DE126,DE126,1.0,jrc_pop18
DE127,DE127,1.0,jrc_pop18
DE128,DE128,1.0,jrc_pop18
DE129,DE129,1.0,jrc_pop18
DE12A,DE12A,1.0,jrc_pop18
DE12B,DE12B,1.0,jrc_pop18
DE12C,DE12C,1.0,jrc_pop18
DE131,DE131,1.0,jrc_pop18
DE132,DE132,1.0,jrc_pop18
DE133,DE133,1.0,jrc_pop18
DE134,DE134,1.0,jrc_pop18
DE135,DE135,1.0,jrc_pop18
DE136,DE136,1.0,jrc_pop18
DE137,DE137,1.0,jrc_pop18
DE138,DE138,1.0,jrc_pop18
DE139,DE139,1.0,jrc_pop18
DE13A,DE13A,1.0,jrc_pop18
DE141,DE141,1.0,jrc_pop18
DE142,DE142,1.0,jrc_pop18
DE143,DE143,1.0,jrc_pop18
DE144,DE144,1.0,jrc_pop18
DE145,DE145,1.0,jrc_pop18
DE146,DE146,1.0,jrc_pop18
DE147,DE147,1.0,jrc_pop18
DE148,DE148,1.0,jrc_pop18
DE149,DE149,1.0,jrc_pop18
DE211,DE211,1.0,jrc_pop18
DE212,DE212,1.0,jrc_pop18
DE213,DE213,1.0,jrc_pop18
DE214,DE214,1.0,jrc_pop18
DE215,DE215,1.0,jrc_pop18
DE216,DE216,1.0,jrc_pop18
DE217,DE217,1.0,jrc_pop18
DE218,DE218,1.0,jrc_pop18
DE219,DE219,1.0,jrc_pop18
DE21A,DE21A,1.0,jrc_pop18
DE21B,DE21B,1.0,jrc_pop18
DE21C,DE21C,1.0,jrc_pop18
DE21D,DE21D,1.0,jrc_pop18
DE21E,DE21E,1.0,jrc_pop18
DE21F,DE21F,1.0,jrc_pop18
DE21G,DE21G,1.0,jrc_pop18
DE21H,DE21H,1.0,jrc_pop18
DE21I,DE21I,1.0,jrc_pop18
DE21J,DE21J,1.0,jrc_pop18
DE21K,DE21K,1.0,jrc_pop18
DE21L,DE21L,1.0,jrc_pop18
DE21M,DE21M,1.0,jrc_pop18
DE21N,DE21N,1.0,jrc_pop18
DE221,DE221,1.0,jrc_pop18
DE222,DE222,1.0,jrc_pop18
DE223,DE223,1.0,jrc_pop18
DE224,DE224,1.0,jrc_pop18
DE225,DE225,1.0,jrc_pop18
DE226,DE226,1.0,jrc_pop18
DE227,DE227,1.0,jrc_pop18
DE228,DE228,1.0,jrc_pop18
DE229,DE229,1.0,jrc_pop18
DE22A,DE22A,1.0,jrc_pop18
DE22B,DE22B,1.0,jrc_pop18
DE22C,DE22C,1.0,jrc_pop18
DE231,DE231,1.0,jrc_pop18
DE232,DE232,1.0,jrc_pop18
DE233,DE233,1.0,jrc_pop18
DE234,DE234,1.0,jrc_pop18
DE235,DE235,1.0,jrc_pop18
DE236,DE236,1.0,jrc_pop18
DE237,DE237,1.0,jrc_pop18
DE238,DE238,1.0,jrc_pop18
DE239,DE239,1.0,jrc_pop18
DE23A,DE23A,1.0,jrc_pop18
DE241,DE241,1.0,jrc_pop18
DE242,DE242,1.0,jrc_pop18
DE243,DE243,1.0,jrc_pop18
DE244,DE244,1.0,jrc_pop18
DE245,DE245,1.0,jrc_pop18
DE246,DE246,1.0,jrc_pop18
DE247,DE247,1.0,jrc_pop18
DE248,DE248,1.0,jrc_pop18
DE249,DE249,1.0,jrc_pop18
DE24A,DE24A,1.0,jrc_pop18
DE24B,DE24B,1.0,jrc_pop18
DE24C,DE24C,1.0,jrc_pop18
DE24D,DE24D,1.0,jrc_pop18
DE251,DE251,1.0,jrc_pop18
DE252,DE252,1.0,jrc_pop18
DE253,DE253,1.0,jrc_pop18
DE254,DE254,1.0,jrc_pop18
DE255,DE255,1.0,jrc_pop18
DE256,DE256,1.0,jrc_pop18
DE257,DE257,1.0,jrc_pop18
DE258,DE258,1.0,jrc_pop18
DE259,DE259,1.0,jrc_pop18
DE25A,DE25A,1.0,jrc_pop18
DE25B,DE25B,1.0,jrc_pop18
DE25C,DE25C,1.0,jrc_pop18
DE261,DE261,1.0,jrc_pop18
DE262,DE262,1.0,jrc_pop18
DE263,DE263,1.0,jrc_pop18
DE264,DE264,1.0,jrc_pop18
DE265,DE265,1.0,jrc_pop18
DE266,DE266,1.0,jrc_pop18
DE267,DE267,1.0,jrc_pop18
DE268,DE268,1.0,jrc_pop18
DE269,DE269,1.0,jrc_pop18
DE26A,DE26A,1.0,jrc_pop18
DE26B,DE26B,1.0,jrc_pop18
DE26C,DE26C,1.0,jrc_pop18
DE271,DE271,1.0,jrc_pop18
DE272,DE272,1.0,jrc_pop18
DE273,DE273,1.0,jrc_pop18
DE274,DE274,1.0,jrc_pop18
DE275,DE275,1.0,jrc_pop18
DE276,DE276,1.0,jrc_pop18
DE277,DE277,1.0,jrc_pop18
DE278,DE278,1.0,jrc_pop18
DE279,DE279,1.0,jrc_pop18
DE27A,DE27A,1.0,jrc_pop18
DE27B,DE27B,1.0,jrc_pop18
DE27C,DE27C,1.0,jrc_pop18
DE27D,DE27D,1.0,jrc_pop18
DE27E,DE27E,1.0,jrc_pop18
DE300,DE300,1.0,jrc_pop18
DE401,DE401,1.0,jrc_pop18
DE402,DE402,1.0,jrc_pop18
DE403,DE403,1.0,jrc_pop18
DE404,DE404,1.0,jrc_pop18
DE405,DE405,1.0,jrc_pop18
DE406,DE406,1.0,jrc_pop18
DE407,DE407,1.0,jrc_pop18
DE408,DE408,1.0,jrc_pop18
DE409,DE409,1.0,jrc_pop18
DE40A,DE40A,1.0,jrc_pop18
DE40B,DE40B,1.0,jrc_pop18
DE40C,DE40C,1.0,jrc_pop18
DE40D,DE40D,1.0,jrc_pop18
DE40E,DE40E,1.0,jrc_pop18
DE40F,DE40F,1.0,jrc_pop18
DE40G,DE40G,1.0,jrc_pop18
DE40H,DE40H,1.0,jrc_pop18
DE40I,DE40I,1.0,jrc_pop18
DE501,DE501,1.0,jrc_pop18
DE502,DE502,1.0,jrc_pop18
DE600,DE600,1.0,jrc_pop18
DE711,DE711,1.0,jrc_pop18
DE712,DE712,1.0,jrc_pop18
DE713,DE713,1.0,jrc_pop18
DE714,DE714,1.0,jrc_pop18
DE715,DE715,1.0,jrc_pop18
DE716,DE716,1.0,jrc_pop18
DE717,DE717,1.0,jrc_pop18
DE718,DE718,1.0,jrc_pop18
DE719,DE719,1.0,jrc_pop18
DE71A,DE71A,1.0,jrc_pop18
DE71B,DE71B,1.0,jrc_pop18
DE71C,DE71C,1.0,jrc_pop18
DE71D,DE71D,1.0,jrc_pop18
DE71E,DE71E,1.0,jrc_pop18
DE721,DE721,1.0,jrc_pop18
DE722,DE722,1.0,jrc_pop18
DE723,DE723,1.0,jrc_pop18
DE724,DE724,1.0,jrc_pop18
DE725,DE725,1.0,jrc_pop18
DE731,DE731,1.0,jrc_pop18
DE732,DE732,1.0,jrc_pop18
DE733,DE733,1.0,jrc_pop18
DE734,DE734,1.0,jrc_pop18
DE735,DE735,1.0,jrc_pop18
DE736,DE736,1.0,jrc_pop18
DE737,DE737,1.0,jrc_pop18
DE803,DE803,1.0,jrc_pop18
DE804,DE804,1.0,jrc_pop18
DE80J,DE80J,1.0,jrc_pop18
DE80K,DE80K,1.0,jrc_pop18
DE80L,DE80L,1.0,jrc_pop18
DE80M,DE80M,1.0,jrc_pop18
DE80N,DE80N,1.0,jrc_pop18
DE80O,DE80O,1.0,jrc_pop18
DE911,DE911,1.0,jrc_pop18
DE912,DE912,1.0,jrc_pop18
DE913,DE913,1.0,jrc_pop18
DE914,DE914,1.0,jrc_pop18
DE916,DE916,1.0,jrc_pop18
DE917,DE917,1.0,jrc_pop18
DE918,DE918,1.0,jrc_pop18
DE91A,DE91A,1.0,jrc_pop18
DE91B,DE91B,1.0,jrc_pop18
DE91C,DE91C,1.0,jrc_pop18
DE922,DE922,1.0,jrc_pop18
DE923,DE923,1.0,jrc_pop18
DE925,DE925,1.0,jrc_pop18
DE926,DE926,1.0,jrc_pop18
DE927,DE927,1.0,jrc_pop18
DE928,DE928,1.0,jrc_pop18
DE929,DE929,1.0,jrc_pop18
DE931,DE931,1.0,jrc_pop18
DE932,DE932,1.0,jrc_pop18
DE933,DE933,1.0,jrc_pop18
DE934,DE934,1.0,jrc_pop18
DE935,DE935,1.0,jrc_pop18
DE936,DE936,1.0,jrc_pop18
DE937,DE937,1.0,jrc_pop18
DE938,DE938,1.0,jrc_pop18
DE939,DE939,1.0,jrc_pop18
DE93A,DE93A,1.0,jrc_pop18
DE93B,DE93B,1.0,jrc_pop18
DE941,DE941,1.0,jrc_pop18
DE942,DE942,1.0,jrc_pop18
DE943,DE943,1.0,jrc_pop18
DE944,DE944,1.0,jrc_pop18
DE945,DE945,1.0,jrc_pop18
DE946,DE946,1.0,jrc_pop18
DE947,DE947,1.0,jrc_pop18
DE948,DE948,1.0,jrc_pop18
DE949,DE949,1.0,jrc_pop18
DE94A,DE94A,1.0,jrc_pop18
DE94B,DE94B,1.0,jrc_pop18
DE94C,DE94C,1.0,jrc_pop18
DE94D,DE94D,1.0,jrc_pop18
DE94E,DE94E,1.0,jrc_pop18
DE94F,DE94F,1.0,jrc_pop18
DE94G,DE94G,1.0,jrc_pop18
DE94H,DE94H,1.0,jrc_pop18
DEA11,DEA11,1.0,jrc_pop18
DEA12,DEA12,1.0,jrc_pop18
DEA13,DEA13,1.0,jrc_pop18
DEA14,DEA14,1.0,jrc_pop18
DEA15,DEA15,1.0,jrc_pop18
DEA16,DEA16,1.0,jrc_pop18
DEA17,DEA17,1.0,jrc_pop18
DEA18,DEA18,1.0,jrc_pop18
DEA19,DEA19,1.0,jrc_pop18
DEA1A,DEA1A,1.0,jrc_pop18
DEA1B,DEA1B,1.0,jrc_pop18
DEA1C,DEA1C,1.0,jrc_pop18
DEA1D,DEA1D,1.0,jrc_pop18
DEA1E,DEA1E,1.0,jrc_pop18
DEA1F,DEA1F,1.0,jrc_pop18
DEA22,DEA22,1.0,jrc_pop18
DEA23,DEA23,1.0,jrc_pop18
DEA24,DEA24,1.0,jrc_pop18
DEA26,DEA26,1.0,jrc_pop18
DEA27,DEA27,1.0,jrc_pop18
DEA28,DEA28,1.0,jrc_pop18
DEA29,DEA29,1.0,jrc_pop18
DEA2A,DEA2A,1.0,jrc_pop18
DEA2B,DEA2B,1.0,jrc_pop18
DEA2C,DEA2C,1.0,jrc_pop18
DEA2D,DEA2D,1.0,jrc_pop18
DEA31,DEA31,1.0,jrc_pop18
DEA32,DEA32,1.0,jrc_pop18
DEA33,DEA33,1.0,jrc_pop18
DEA34,DEA34,1.0,jrc_pop18
DEA35,DEA35,1.0,jrc_pop18
DEA36,DEA36,1.0,jrc_pop18
DEA37,DEA37,1.0,jrc_pop18
DEA38,DEA38,1.0,jrc_pop18
DEA41,DEA41,1.0,jrc_pop18
DEA42,DEA42,1.0,jrc_pop18
DEA43,DEA43,1.0,jrc_pop18
DEA44,DEA44,1.0,jrc_pop18
DEA45,DEA45,1.0,jrc_pop18
DEA46,DEA46,1.0,jrc_pop18
DEA47,DEA47,1.0,jrc_pop18
DEA51,DEA51,1.0,jrc_pop18
DEA52,DEA52,1.0,jrc_pop18
DEA53,DEA53,1.0,jrc_pop18
DEA54,DEA54,1.0,jrc_pop18
DEA55,DEA55,1.0,jrc_pop18
DEA56,DEA56,1.0,jrc_pop18
DEA57,DEA57,1.0,jrc_pop18
DEA58,DEA58,1.0,jrc_pop18
DEA59,DEA59,1.0,jrc_pop18
DEA5A,DEA5A,1.0,jrc_pop18
DEA5B,DEA5B,1.0,jrc_pop18
DEA5C,DEA5C,1.0,jrc_pop18
DEB11,DEB11,1.0,jrc_pop18
DEB12,DEB12,1.0,jrc_pop18
DEB13,DEB13,1.0,jrc_pop18
DEB14,DEB14,1.0,jrc_pop18
DEB15,DEB15,1.0,jrc_pop18
DEB17,DEB17,1.0,jrc_pop18
DEB18,DEB18,1.0,jrc_pop18
DEB1A,DEB1A,1.0,jrc_pop18
DEB1B,DEB1B,1.0,jrc_pop18
DEB1C,DEB1C,1.0,jrc_pop18
DEB1D,DEB1D,1.0,jrc_pop18
DEB21,DEB21,1.0,jrc_pop18
DEB22,DEB22,1.0,jrc_pop18
DEB23,DEB23,1.0,jrc_pop18
DEB24,DEB24,1.0,jrc_pop18
DEB25,DEB25,1.0,jrc_pop18
DEB31,DEB31,1.0,jrc_pop18
DEB32,DEB32,1.0,jrc_pop18
DEB33,DEB33,1.0,jrc_pop18
DEB34,DEB34,1.0,jrc_pop18
DEB35,DEB35,1.0,jrc_pop18
DEB36,DEB36,1.0,jrc_pop18
DEB37,DEB37,1.0,jrc_pop18
DEB38,DEB38,1.0,jrc_pop18
DEB39,DEB39,1.0,jrc_pop18
DEB3A,DEB3A,1.0,jrc_pop18
DEB3B,DEB3B,1.0,jrc_pop18
DEB3C,DEB3C,1.0,jrc_pop18
DEB3D,DEB3D,1.0,jrc_pop18
DEB3E,DEB3E,1.0,jrc_pop18
DEB3F,DEB3F,1.0,jrc_pop18
DEB3G,DEB3G,1.0,jrc_pop18
DEB3H,DEB3H,1.0,jrc_pop18
DEB3I,DEB3I,1.0,jrc_pop18
DEB3J,DEB3J,1.0,jrc_pop18
DEB3K,DEB3K,1.0,jrc_pop18
DEC01,DEC01,1.0,jrc_pop18
DEC02,DEC02,1.0,jrc_pop18
DEC03,DEC03,1.0,jrc_pop18
DEC04,DEC04,1.0,jrc_pop18
DEC05,DEC05,1.0,jrc_pop18
DEC06,DEC06,1.0,jrc_pop18
DED21,DED21,1.0,jrc_pop18
DED2C,DED2C,1.0,jrc_pop18
DED2D,DED2D,1.0,jrc_pop18
DED2E,DED2E,1.0,jrc_pop18
DED2F,DED2F,1.0,jrc_pop18
DED41,DED41,1.0,jrc_pop18
DED42,DED42,1.0,jrc_pop18
DED43,DED43,1.0,jrc_pop18
DED44,DED44,1.0,jrc_pop18
DED45,DED45,1.0,jrc_pop18
DED51,DED51,1.0,jrc_pop18
DED52,DED52,1.0,jrc_pop18
DED53,DED53,1.0,jrc_pop18
DEE01,DEE01,1.0,jrc_pop18
DEE02,DEE02,1.0,jrc_pop18
DEE03,DEE03,1.0,jrc_pop18
DEE04,DEE04,1.0,jrc_pop18
DEE05,DEE05,1.0,jrc_pop18
DEE06,DEE06,1.0,jrc_pop18
DEE07,DEE07,1.0,jrc_pop18
DEE08,DEE08,1.0,jrc_pop18
DEE09,DEE09,1.0,jrc_pop18
DEE0A,DEE0A,1.0,jrc_pop18
DEE0B,DEE0B,1.0,jrc_pop18
DEE0C,DEE0C,1.0,jrc_pop18
DEE0D,DEE0D,1.0,jrc_pop18
DEE0E,DEE0E,1.0,jrc_pop18
DEF01,DEF01,1.0,jrc_pop18
DEF02,DEF02,1.0,jrc_pop18
DEF03,DEF03,1.0,jrc_pop18
DEF04,DEF04,1.0,jrc_pop18
DEF05,DEF05,1.0,jrc_pop18
DEF06,DEF06,1.0,jrc_pop18
DEF07,DEF07,1.0,jrc_pop18
DEF08,DEF08,1.0,jrc_pop18
DEF09,DEF09,1.0,jrc_pop18
DEF0A,DEF0A,1.0,jrc_pop18
DEF0B,DEF0B,1.0,jrc_pop18
DEF0C,DEF0C,1.0,jrc_pop18
DEF0D,DEF0D,1.0,jrc_pop18
DEF0E,DEF0E,1.0,jrc_pop18
DEF0F,DEF0F,1.0,jrc_pop18
DEG01,DEG01,1.0,jrc_pop18
DEG02,DEG02,1.0,jrc_pop18
DEG03,DEG03,1.0,jrc_pop18
DEG04,DEG04,1.0,jrc_pop18
DEG05,DEG05,1.0,jrc_pop18
DEG06,DEG06,1.0,jrc_pop18
DEG07,DEG07,1.0,jrc_pop18
DEG09,DEG09,1.0,jrc_pop18
DEG0A,DEG0A,1.0,jrc_pop18
DEG0B,DEG0B,1.0,jrc_pop18
DEG0C,DEG0C,1.0,jrc_pop18
DEG0D,DEG0D,1.0,jrc_pop18
DEG0E,DEG0E,1.0,jrc_pop18
DEG0F,DEG04,0.019863903813597487,jrc_pop18
DEG0F,DEG0F,0.9801360961864025,jrc_pop18
DEG0G,DEG0G,1.0,jrc_pop18
DEG0H,DEG0H,1.0,jrc_pop18
DEG0I,DEG0H,0.02134981866384671,jrc_pop18
DEG0I,DEG0I,0.9786501813361533,jrc_pop18
DEG0J,DEG0J,1.0,jrc_pop18
DEG0K,DEG0K,1.0,jrc_pop18
DEG0L,DEG0L,1.0,jrc_pop18
DEG0M,DEG0M,1.0,jrc_pop18
DEG0N,DEG0N,1.0,jrc_pop18
DEG0P,DEG0B,0.026954954315277835,jrc_pop18
DEG0P,DEG0P,0.9730450456847222,jrc_pop18
DK011,DK011,1.0,jrc_pop18
DK012,DK012,1.0,jrc_pop18
DK013,DK013,1.0,jrc_pop18
DK014,DK014,1.0,jrc_pop18
DK021,DK021,1.0,jrc_pop18
DK022,DK022,1.0,jrc_pop18
DK031,DK031,1.0,jrc_pop18
DK032,DK032,1.0,jrc_pop18
DK041,DK041,1.0,jrc_pop18
DK042,DK042,1.0,jrc_pop18
DK050,DK050,1.0,jrc_pop18
EE001,EE001,0.9999178528538819,jrc_pop18
EE001,EE004,8.214714611800308e-05,jrc_pop18
EE004,EE004,1.0,jrc_pop18
EE006,EE009,1.0,jrc_pop18
EE007,EE00A,1.0,jrc_pop18
EE008,EE008,1.0,jrc_pop18
EL301,EL301,1.0,jrc_pop18
EL302,EL302,1.0,jrc_pop18
EL303,EL303,1.0,jrc_pop18
EL304,EL304,1.0,jrc_pop18
EL305,EL305,1.0,jrc_pop18
EL306,EL306,1.0,jrc_pop18
EL307,EL307,1.0,jrc_pop18
EL411,EL411,1.0,jrc_pop18
EL412,EL412,1.0,jrc_pop18
EL413,EL413,1.0,jrc_pop18
EL421,EL421,1.0,jrc_pop18
EL422,EL422,1.0,jrc_pop18
EL431,EL431,1.0,jrc_pop18
EL432,EL432,1.0,jrc_pop18
EL433,EL433,1.0,jrc_pop18
EL434,EL434,1.0,jrc_pop18
EL511,EL511,1.0,jrc_pop18
EL512,EL512,1.0,jrc_pop18
EL513,EL513,1.0,jrc_pop18
EL514,EL514,1.0,jrc_pop18
EL515,EL515,1.0,jrc_pop18
EL521,EL521,1.0,jrc_pop18
EL522,EL522,1.0,jrc_pop18
EL523,EL523,1.0,jrc_pop18
EL524,EL524,1.0,jrc_pop18
EL525,EL525,1.0,jrc_pop18
EL526,EL526,1.0,jrc_pop18
EL527,EL527,1.0,jrc_pop18
EL531,EL531,1.0,jrc_pop18
EL532,EL532,1.0,jrc_pop18
EL533,EL533,1.0,jrc_pop18
EL541,EL541,1.0,jrc_pop18
EL542,EL542,1.0,jrc_pop18
EL543,EL543,1.0,jrc_pop18
EL611,EL611,1.0,jrc_pop18
EL612,EL612,1.0,jrc_pop18
EL613,EL613,1.0,jrc_pop18
EL621,EL621,1.0,jrc_pop18
EL622,EL622,1.0,jrc_pop18
EL623,EL623,1.0,jrc_pop18
EL624,EL624,1.0,jrc_pop18
EL631,EL631,1.0,jrc_pop18
EL632,EL632,1.0,jrc_pop18
EL633,EL633,1.0,jrc_pop18
EL641,EL641,1.0,jrc_pop18
EL642,EL642,1.0,jrc_pop18
EL643,EL643,1.0,jrc_pop18
EL644,EL644,1.0,jrc_pop18
EL645,EL645,1.0,jrc_pop18
EL651,EL651,1.0,jrc_pop18
EL652,EL652,1.0,jrc_pop18
EL653,EL653,1.0,jrc_pop18
ES111,ES111,1.0,jrc_pop18
ES112,ES112,1.0,jrc_pop18
ES113,ES113,1.0,jrc_pop18
ES114,ES114,1.0,jrc_pop18
ES120,ES120,1.0,jrc_pop18
ES130,ES130,1.0,jrc_pop18
ES211,ES211,1.0,jrc_pop18
ES212,ES212,1.0,jrc_pop18
ES213,ES213,1.0,jrc_pop18
ES220,ES220,1.0,jrc_pop18
ES230,ES230,1.0,jrc_pop18
ES241,ES241,1.0,jrc_pop18
ES242,ES242,1.0,jrc_pop18
ES243,ES243,1.0,jrc_pop18
ES300,ES300,1.0,jrc_pop18
ES411,ES411,1.0,jrc_pop18
ES412,ES412,1.0,jrc_pop18
ES413,ES413,1.0,jrc_pop18
ES414,ES414,1.0,jrc_pop18
ES415,ES415,1.0,jrc_pop18
ES416,ES416,1.0,jrc_pop18
ES417,ES417,1.0,jrc_pop18
ES418,ES418,1.0,jrc_pop18
ES419,ES419,1.0,jrc_pop18
ES421,ES421,1.0,jrc_pop18
ES422,ES422,1.0,jrc_pop18
ES423,ES423,1.0,jrc_pop18
ES424,ES424,1.0,jrc_pop18
ES425,ES425,1.0,jrc_pop18
ES431,ES431,1.0,jrc_pop18
ES432,ES432,1.0,jrc_pop18
ES511,ES511,1.0,jrc_pop18
ES512,ES512,1.0,jrc_pop18
ES513,ES513,1.0,jrc_pop18
ES514,ES514,1.0,jrc_pop18
