from_code,to_code,weight,method
DE148,DE148,1.0,eurostat_direct
DE149,DE149,1.0,eurostat_direct
DE211,DE211,1.0,eurostat_direct
DE212,DE212,1.0,eurostat_direct
DE213,DE213,1.0,eurostat_direct
DE214,DE214,1.0,eurostat_direct
DE215,DE215,1.0,eurostat_direct
DE216,DE216,1.0,eurostat_direct
DE217,DE217,1.0,eurostat_direct
DE218,DE218,1.0,eurostat_direct
DE219,DE219,1.0,eurostat_direct
DE21A,DE21A,1.0,eurostat_direct
DE21B,DE21B,1.0,eurostat_direct
DE21C,DE21C,1.0,eurostat_direct
DE21D,DE21D,1.0,eurostat_direct
DE21E,DE21E,1.0,eurostat_direct
DE21F,DE21F,1.0,eurostat_direct
DE21G,DE21G,1.0,eurostat_direct
DE21H,DE21H,1.0,eurostat_direct
DE21I,DE21I,1.0,eurostat_direct
DE21J,DE21J,1.0,eurostat_direct
DE21K,DE21K,1.0,eurostat_direct
DE21L,DE21L,1.0,eurostat_direct
DE21M,DE21M,1.0,eurostat_direct
DE21N,DE21N,1.0,eurostat_direct
DE221,DE221,1.0,eurostat_direct
DE222,DE222,1.0,eurostat_direct
DE223,DE223,1.0,eurostat_direct
DE224,DE224,1.0,eurostat_direct
DE225,DE225,1.0,eurostat_direct
DE226,DE226,1.0,eurostat_direct
DE227,DE227,1.0,eurostat_direct
DE228,DE228,1.0,eurostat_direct
DE229,DE229,1.0,eurostat_direct
DE22A,DE22A,1.0,eurostat_direct
DE22B,DE22B,1.0,eurostat_direct
DE22C,DE22C,1.0,eurostat_direct
DE231,DE231,1.0,eurostat_direct
DE232,DE232,1.0,eurostat_direct
DE233,DE233,1.0,eurostat_direct
DE234,DE234,1.0,eurostat_direct
DE235,DE235,1.0,eurostat_direct
DE236,DE236,1.0,eurostat_direct
DE237,DE237,1.0,eurostat_direct
DE238,DE238,1.0,eurostat_direct
DE239,DE239,1.0,eurostat_direct
DE23A,DE23A,1.0,eurostat_direct
DE241,DE241,1.0,eurostat_direct
DE242,DE242,1.0,eurostat_direct
DE243,DE243,1.0,eurostat_direct
DE244,DE244,1.0,eurostat_direct
DE245,DE245,1.0,eurostat_direct
DE246,DE246,1.0,eurostat_direct
DE247,DE247,1.0,eurostat_direct
DE248,DE248,1.0,eurostat_direct
DE249,DE249,1.0,eurostat_direct
DE24A,DE24A,1.0,eurostat_direct
DE24B,DE24B,1.0,eurostat_direct
DE24C,DE24C,1.0,eurostat_direct
DE24D,DE24D,1.0,eurostat_direct
DE251,DE251,1.0,eurostat_direct
DE252,DE252,1.0,eurostat_direct
DE253,DE253,1.0,eurostat_direct
DE254,DE254,1.0,eurostat_direct
DE255,DE255,1.0,eurostat_direct
DE256,DE256,1.0,eurostat_direct
DE257,DE257,1.0,eurostat_direct
DE258,DE258,1.0,eurostat_direct
DE259,DE259,1.0,eurostat_direct
DE25A,DE25A,1.0,eurostat_direct
DE25B,DE25B,1.0,eurostat_direct
DE25C,DE25C,1.0,eurostat_direct
DE261,DE261,1.0,eurostat_direct
DE262,DE262,1.0,eurostat_direct
DE263,DE263,1.0,eurostat_direct
DE264,DE264,1.0,eurostat_direct
DE265,DE265,1.0,eurostat_direct
DE266,DE266,1.0,eurostat_direct
DE267,DE267,1.0,eurostat_direct
DE268,DE268,1.0,eurostat_direct
DE269,DE269,1.0,eurostat_direct
DE26A,DE26A,1.0,eurostat_direct
DE26B,DE26B,1.0,eurostat_direct
DE26C,DE26C,1.0,eurostat_direct
DE271,DE271,1.0,eurostat_direct
DE272,DE272,1.0,eurostat_direct
DE273,DE273,1.0,eurostat_direct
DE274,DE274,1.0,eurostat_direct
DE275,DE275,1.0,eurostat_direct
DE276,DE276,1.0,eurostat_direct
DE277,DE277,1.0,eurostat_direct
DE278,DE278,1.0,eurostat_direct
DE279,DE279,1.0,eurostat_direct
DE27A,DE27A,1.0,eurostat_direct
DE27B,DE27B,1.0,eurostat_direct
DE27C,DE27C,1.0,eurostat_direct
DE27D,DE27D,1.0,eurostat_direct
DE27E,DE27E,1.0,eurostat_direct
DE300,DE300,1.0,eurostat_direct
DE401,DE401,1.0,eurostat_direct
DE402,DE402,1.0,eurostat_direct
DE403,DE403,1.0,eurostat_direct
DE404,DE404,1.0,eurostat_direct
DE405,DE405,1.0,eurostat_direct
DE406,DE406,1.0,eurostat_direct
DE407,DE407,1.0,eurostat_direct
DE408,DE408,1.0,eurostat_direct
DE409,DE409,1.0,eurostat_direct
DE40A,DE40A,1.0,eurostat_direct
DE40B,DE40B,1.0,eurostat_direct
DE40C,DE40C,1.0,eurostat_direct
DE40D,DE40D,1.0,eurostat_direct
DE40E,DE40E,1.0,eurostat_direct
DE40F,DE40F,1.0,eurostat_direct
DE40G,DE40G,1.0,eurostat_direct
DE40H,DE40H,1.0,eurostat_direct
DE40I,DE40I,1.0,eurostat_direct
DE501,DE501,1.0,eurostat_direct
DE502,DE502,1.0,eurostat_direct
DE600,DE600,1.0,eurostat_direct
DE711,DE711,1.0,eurostat_direct
DE712,DE712,1.0,eurostat_direct
DE713,DE713,1.0,eurostat_direct
DE714,DE714,1.0,eurostat_direct
DE715,DE715,1.0,eurostat_direct
DE716,DE716,1.0,eurostat_direct
DE717,DE717,1.0,eurostat_direct
DE718,DE718,1.0,eurostat_direct
DE719,DE719,1.0,eurostat_direct
DE71A,DE71A,1.0,eurostat_direct
DE71B,DE71B,1.0,eurostat_direct
DE71C,DE71C,1.0,eurostat_direct
DE71D,DE71D,1.0,eurostat_direct
DE71E,DE71E,1.0,eurostat_direct
DE721,DE721,1.0,eurostat_direct
DE722,DE722,1.0,eurostat_direct
DE723,DE723,1.0,eurostat_direct
DE724,DE724,1.0,eurostat_direct
DE725,DE725,1.0,eurostat_direct
DE731,DE731,1.0,eurostat_direct
DE732,DE732,1.0,eurostat_direct
DE733,DE733,1.0,eurostat_direct
DE734,DE734,1.0,eurostat_direct
DE735,DE735,1.0,eurostat_direct
DE736,DE736,1.0,eurostat_direct
DE737,DE737,1.0,eurostat_direct
DE803,DE803,1.0,eurostat_direct
DE804,DE804,1.0,eurostat_direct
DE80J,DE80J,1.0,eurostat_direct
DE80K,DE80K,1.0,eurostat_direct
DE80L,DE80L,1.0,eurostat_direct
DE80M,DE80M,1.0,eurostat_direct
DE80N,DE80N,1.0,eurostat_direct
DE80O,DE80O,1.0,eurostat_direct
DE911,DE911,1.0,eurostat_direct
DE912,DE912,1.0,eurostat_direct
DE913,DE913,1.0,eurostat_direct
DE914,DE914,1.0,eurostat_direct
DE916,DE916,1.0,eurostat_direct
DE917,DE917,1.0,eurostat_direct
DE918,DE918,1.0,eurostat_direct
DE91A,DE91A,1.0,eurostat_direct
DE91B,DE91B,1.0,eurostat_direct
DE91C,DE91C,1.0,eurostat_direct
DE922,DE922,1.0,eurostat_direct
DE923,DE923,1.0,eurostat_direct
DE925,DE925,1.0,eurostat_direct
DE926,DE926,1.0,eurostat_direct
DE927,DE927,1.0,eurostat_direct
DE928,DE928,1.0,eurostat_direct
DE929,DE929,1.0,eurostat_direct
DE931,DE931,1.0,eurostat_direct
DE932,DE932,1.0,eurostat_direct
DE933,DE933,1.0,eurostat_direct
DE934,DE934,1.0,eurostat_direct
DE935,DE935,1.0,eurostat_direct
DE936,DE936,1.0,eurostat_direct
DE937,DE937,1.0,eurostat_direct
DE938,DE938,1.0,eurostat_direct
DE939,DE939,1.0,eurostat_direct
DE93A,DE93A,1.0,eurostat_direct
DE93B,DE93B,1.0,eurostat_direct
DE941,DE941,1.0,eurostat_direct
DE942,DE942,1.0,eurostat_direct
DE943,DE943,1.0,eurostat_direct
DE944,DE944,1.0,eurostat_direct
DE945,DE945,1.0,eurostat_direct
DE946,DE946,1.0,eurostat_direct
DE947,DE947,1.0,eurostat_direct
DE948,DE948,1.0,eurostat_direct
DE949,DE949,1.0,eurostat_direct
DE94A,DE94A,1.0,eurostat_direct
DE94B,DE94B,1.0,eurostat_direct
DE94C,DE94C,1.0,eurostat_direct
DE94D,DE94D,1.0,eurostat_direct
DE94E,DE94E,1.0,eurostat_direct
DE94F,DE94F,1.0,eurostat_direct
DE94G,DE94G,1.0,eurostat_direct
DE94H,DE94H,1.0,eurostat_direct
DEA11,DEA11,1.0,eurostat_direct
DEA12,DEA12,1.0,eurostat_direct
DEA13,DEA13,1.0,eurostat_direct
DEA14,DEA14,1.0,eurostat_direct
DEA15,DEA15,1.0,eurostat_direct
DEA16,DEA16,1.0,eurostat_direct
DEA17,DEA17,1.0,eurostat_direct
DEA18,DEA18,1.0,eurostat_direct
DEA19,DEA19,1.0,eurostat_direct
DEA1A,DEA1A,1.0,eurostat_direct
DEA1B,DEA1B,1.0,eurostat_direct
DEA1C,DEA1C,1.0,eurostat_direct
DEA1D,DEA1D,1.0,eurostat_direct
DEA1E,DEA1E,1.0,eurostat_direct
DEA1F,DEA1F,1.0,eurostat_direct
DEA22,DEA22,1.0,eurostat_direct
DEA23,DEA23,1.0,eurostat_direct
DEA24,DEA24,1.0,eurostat_direct
DEA26,DEA26,1.0,eurostat_direct
DEA27,DEA27,1.0,eurostat_direct
DEA28,DEA28,1.0,eurostat_direct
DEA29,DEA29,1.0,eurostat_direct
DEA2A,DEA2A,1.0,eurostat_direct
DEA2B,DEA2B,1.0,eurostat_direct
DEA2C,DEA2C,1.0,eurostat_direct
DEA2D,DEA2D,1.0,eurostat_direct
DEA31,DEA31,1.0,eurostat_direct
DEA32,DEA32,1.0,eurostat_direct
DEA33,DEA33,1.0,eurostat_direct
DEA34,DEA34,1.0,eurostat_direct
DEA35,DEA35,1.0,eurostat_direct
DEA36,DEA36,1.0,eurostat_direct
DEA37,DEA37,1.0,eurostat_direct
DEA38,DEA38,1.0,eurostat_direct
DEA41,DEA41,1.0,eurostat_direct
DEA42,DEA42,1.0,eurostat_direct
DEA43,DEA43,1.0,eurostat_direct
DEA44,DEA44,1.0,eurostat_direct
DEA45,DEA45,1.0,eurostat_direct
DEA46,DEA46,1.0,eurostat_direct
DEA47,DEA47,1.0,eurostat_direct
DEA51,DEA51,1.0,eurostat_direct
DEA52,DEA52,1.0,eurostat_direct
DEA53,DEA53,1.0,eurostat_direct
DEA54,DEA54,1.0,eurostat_direct
DEA55,DEA55,1.0,eurostat_direct
DEA56,DEA56,1.0,eurostat_direct
DEA57,DEA57,1.0,eurostat_direct
DEA58,DEA58,1.0,eurostat_direct
DEA59,DEA59,1.0,eurostat_direct
DEA5A,DEA5A,1.0,eurostat_direct
DEA5B,DEA5B,1.0,eurostat_direct
DEA5C,DEA5C,1.0,eurostat_direct
DEB11,DEB11,1.0,eurostat_direct
DEB12,DEB12,1.0,eurostat_direct
DEB13,DEB13,1.0,eurostat_direct
DEB14,DEB14,1.0,eurostat_direct
DEB15,DEB15,1.0,eurostat_direct
DEB17,DEB17,1.0,eurostat_direct
DEB18,DEB18,1.0,eurostat_direct
DEB1A,DEB1A,1.0,eurostat_direct
DEB1B,DEB1B,1.0,eurostat_direct
DEB1C,DEB1C,1.0,eurostat_direct
DEB1D,DEB1D,1.0,eurostat_direct
DEB21,DEB21,1.0,eurostat_direct
DEB22,DEB22,1.0,eurostat_direct
DEB23,DEB23,1.0,eurostat_direct
DEB24,DEB24,1.0,eurostat_direct
DEB25,DEB25,1.0,eurostat_direct
DEB31,DEB31,1.0,eurostat_direct
DEB32,DEB32,1.0,eurostat_direct
DEB33,DEB33,1.0,eurostat_direct
DEB34,DEB34,1.0,eurostat_direct
DEB35,DEB35,1.0,eurostat_direct
DEB36,DEB36,1.0,eurostat_direct
DEB37,DEB37,1.0,eurostat_direct
DEB38,DEB38,1.0,eurostat_direct
DEB39,DEB39,1.0,eurostat_direct
DEB3A,DEB3A,1.0,eurostat_direct
DEB3B,DEB3B,1.0,eurostat_direct
DEB3C,DEB3C,1.0,eurostat_direct
DEB3D,DEB3D,1.0,eurostat_direct
DEB3E,DEB3E,1.0,eurostat_direct
DEB3F,DEB3F,1.0,eurostat_direct
DEB3G,DEB3G,1.0,eurostat_direct
DEB3H,DEB3H,1.0,eurostat_direct
DEB3I,DEB3I,1.0,eurostat_direct
DEB3J,DEB3J,1.0,eurostat_direct
DEB3K,DEB3K,1.0,eurostat_direct
DEC01,DEC01,1.0,eurostat_direct
DEC02,DEC02,1.0,eurostat_direct
DEC03,DEC03,1.0,eurostat_direct
DEC04,DEC04,1.0,eurostat_direct
DEC05,DEC05,1.0,eurostat_direct
DEC06,DEC06,1.0,eurostat_direct
DED21,DED21,1.0,eurostat_direct
DED2C,DED2C,1.0,eurostat_direct
DED2D,DED2D,1.0,eurostat_direct
DED2E,DED2E,1.0,eurostat_direct
DED2F,DED2F,1.0,eurostat_direct
DED41,DED41,1.0,eurostat_direct
DED42,DED42,1.0,eurostat_direct
DED43,DED43,1.0,eurostat_direct
DED44,DED44,1.0,eurostat_direct
DED45,DED45,1.0,eurostat_direct
DED51,DED51,1.0,eurostat_direct
DED52,DED52,1.0,eurostat_direct
DED53,DED53,1.0,eurostat_direct
DEE01,DEE01,1.0,eurostat_direct
DEE02,DEE02,1.0,eurostat_direct
DEE03,DEE03,1.0,eurostat_direct
DEE04,DEE04,1.0,eurostat_direct
DEE05,DEE05,1.0,eurostat_direct
DEE06,DEE06,1.0,eurostat_direct
DEE07,DEE07,1.0,eurostat_direct
DEE08,DEE08,1.0,eurostat_direct
DEE09,DEE09,1.0,eurostat_direct
DEE0A,DEE0A,1.0,eurostat_direct
DEE0B,DEE0B,1.0,eurostat_direct
DEE0C,DEE0C,1.0,eurostat_direct
DEE0D,DEE0D,1.0,eurostat_direct
DEE0E,DEE0E,1.0,eurostat_direct
DEF01,DEF01,1.0,eurostat_direct
DEF02,DEF02,1.0,eurostat_direct
DEF03,DEF03,1.0,eurostat_direct
DEF04,DEF04,1.0,eurostat_direct
DEF05,DEF05,1.0,eurostat_direct
DEF06,DEF06,1.0,eurostat_direct
DEF07,DEF07,1.0,eurostat_direct
DEF08,DEF08,1.0,eurostat_direct
DEF09,DEF09,1.0,eurostat_direct
DEF0A,DEF0A,1.0,eurostat_direct
DEF0B,DEF0B,1.0,eurostat_direct
DEF0C,DEF0C,1.0,eurostat_direct
DEF0D,DEF0D,1.0,eurostat_direct
DEF0E,DEF0E,1.0,eurostat_direct
DEF0F,DEF0F,1.0,eurostat_direct
DEG01,DEG01,1.0,eurostat_direct
DEG02,DEG02,1.0,eurostat_direct
DEG03,DEG03,1.0,eurostat_direct
DEG05,DEG05,1.0,eurostat_direct
DEG06,DEG06,1.0,eurostat_direct
DEG07,DEG07,1.0,eurostat_direct
DEG09,DEG09,1.0,eurostat_direct
DEG0A,DEG0A,1.0,eurostat_direct
DEG0C,DEG0C,1.0,eurostat_direct
DEG0D,DEG0D,1.0,eurostat_direct
DEG0E,DEG0E,1.0,eurostat_direct
DEG0G,DEG0G,1.0,eurostat_direct
DEG0J,DEG0J,1.0,eurostat_direct
DEG0K,DEG0K,1.0,eurostat_direct
DEG0L,DEG0L,1.0,eurostat_direct
DEG0M,DEG0M,1.0,eurostat_direct
DEZZZ,DEZZZ,1.0,eurostat_direct
EE001,EE001,1.0,eurostat_direct
EE004,EE004,1.0,eurostat_direct
EE008,EE008,1.0,eurostat_direct
EE009,EE009,1.0,eurostat_direct
EE00A,EE00A,1.0,eurostat_direct
EEZZZ,EEZZZ,1.0,eurostat_direct
IE041,IE041,1.0,eurostat_direct
IE042,IE042,1.0,eurostat_direct
IE051,IE051,1.0,eurostat_direct
IE052,IE052,1.0,eurostat_direct
IE053,IE053,1.0,eurostat_direct
IE061,IE061,1.0,eurostat_direct
IE062,IE062,1.0,eurostat_direct
IE063,IE063,1.0,eurostat_direct
IEZZZ,IEZZZ,1.0,eurostat_direct
EL301,EL301,1.0,eurostat_direct
EL302,EL302,1.0,eurostat_direct
EL303,EL303,1.0,eurostat_direct
EL304,EL304,1.0,eurostat_direct
EL305,EL305,1.0,eurostat_direct
EL306,EL306,1.0,eurostat_direct
EL307,EL307,1.0,eurostat_direct
EL411,EL411,1.0,eurostat_direct
EL412,EL412,1.0,eurostat_direct
EL413,EL413,1.0,eurostat_direct
EL421,EL421,1.0,eurostat_direct
EL422,EL422,1.0,eurostat_direct
EL431,EL431,1.0,eurostat_direct
EL432,EL432,1.0,eurostat_direct
EL433,EL433,1.0,eurostat_direct
EL434,EL434,1.0,eurostat_direct
EL511,EL511,1.0,eurostat_direct
EL512,EL512,1.0,eurostat_direct
EL513,EL513,1.0,eurostat_direct
EL514,EL514,1.0,eurostat_direct
EL515,EL515,1.0,eurostat_direct
EL521,EL521,1.0,eurostat_direct
EL522,EL522,1.0,eurostat_direct
EL523,EL523,1.0,eurostat_direct
EL524,EL524,1.0,eurostat_direct
EL525,EL525,1.0,eurostat_direct
EL526,EL526,1.0,eurostat_direct
EL527,EL527,1.0,eurostat_direct
EL531,EL531,1.0,eurostat_direct
EL532,EL532,1.0,eurostat_direct
EL533,EL533,1.0,eurostat_direct
EL541,EL541,1.0,eurostat_direct
EL542,EL542,1.0,eurostat_direct
EL543,EL543,1.0,eurostat_direct
EL611,EL611,1.0,eurostat_direct
EL612,EL612,1.0,eurostat_direct
EL613,EL613,1.0,eurostat_direct
EL621,EL621,1.0,eurostat_direct
EL622,EL622,1.0,eurostat_direct
EL623,EL623,1.0,eurostat_direct
EL624,EL624,1.0,eurostat_direct
EL631,EL631,1.0,eurostat_direct
EL632,EL632,1.0,eurostat_direct
EL633,EL633,1.0,eurostat_direct
EL641,EL641,1.0,eurostat_direct
EL642,EL642,1.0,eurostat_direct
EL643,EL643,1.0,eurostat_direct
EL644,EL644,1.0,eurostat_direct
EL645,EL645,1.0,eurostat_direct
EL651,EL651,1.0,eurostat_direct
EL652,EL652,1.0,eurostat_direct
EL653,EL653,1.0,eurostat_direct
ELZZZ,ELZZZ,1.0,eurostat_direct
ES111,ES111,1.0,eurostat_direct
ES112,ES112,1.0,eurostat_direct
ES113,ES113,1.0,eurostat_direct
ES114,ES114,1.0,eurostat_direct
ES120,ES120,1.0,eurostat_direct
ES130,ES130,1.0,eurostat_direct
ES211,ES211,1.0,eurostat_direct
ES212,ES212,1.0,eurostat_direct
ES213,ES213,1.0,eurostat_direct
ES220,ES220,1.0,eurostat_direct
ES230,ES230,1.0,eurostat_direct
ES241,ES241,1.0,eurostat_direct
ES242,ES242,1.0,eurostat_direct
ES243,ES243,1.0,eurostat_direct
ES300,ES300,1.0,eurostat_direct
ES411,ES411,1.0,eurostat_direct
ES412,ES412,1.0,eurostat_direct
ES413,ES413,1.0,eurostat_direct
ES414,ES414,1.0,eurostat_direct
ES415,ES415,1.0,eurostat_direct
ES416,ES416,1.0,eurostat_direct
ES417,ES417,1.0,eurostat_direct
ES418,ES418,1.0,eurostat_direct
ES419,ES419,1.0,eurostat_direct
ES421,ES421,1.0,eurostat_direct
ES422,ES422,1.0,eurostat_direct
ES423,ES423,1.0,eurostat_direct
ES424,ES424,1.0,eurostat_direct
ES425,ES425,1.0,eurostat_direct
ES431,ES431,1.0,eurostat_direct
ES432,ES432,1.0,eurostat_direct
ES511,ES511,1.0,eurostat_direct
ES512,ES512,1.0,eurostat_direct
ES513,ES513,1.0,eurostat_direct
ES514,ES514,1.0,eurostat_direct
ES521,ES521,1.0,eurostat_direct
ES522,ES522,1.0,eurostat_direct
ES523,ES523,1.0,eurostat_direct
ES531,ES531,1.0,eurostat_direct
ES532,ES532,1.0,eurostat_direct
ES533,ES533,1.0,eurostat_direct
ES611,ES611,1.0,eurostat_direct
ES612,ES612,1.0,eurostat_direct
ES613,ES613,1.0,eurostat_direct
ES614,ES614,1.0,eurostat_direct
ES615,ES615,1.0,eurostat_direct
ES616,ES616,1.0,eurostat_direct
ES617,ES617,1.0,eurostat_direct
ES618,ES618,1.0,eurostat_direct
ES620,ES620,1.0,eurostat_direct
ES630,ES630,1.0,eurostat_direct
ES640,ES640,1.0,eurostat_direct
ES703,ES703,1.0,eurostat_direct
ES704,ES704,1.0,eurostat_direct
ES705,ES705,1.0,eurostat_direct
ES706,ES706,1.0,eurostat_direct
ES707,ES707,1.0,eurostat_direct
ES708,ES708,1.0,eurostat_direct
ES709,ES709,1.0,eurostat_direct
ESZZZ,ESZZZ,1.0,eurostat_direct
FR101,FR101,1.0,eurostat_direct
FR102,FR102,1.0,eurostat_direct
FR103,FR103,1.0,eurostat_direct
FR104,FR104,1.0,eurostat_direct
FR105,FR105,1.0,eurostat_direct
FR106,FR106,1.0,eurostat_direct
FR107,FR107,1.0,eurostat_direct
FR108,FR108,1.0,eurostat_direct
FRB01,FRB01,1.0,eurostat_direct
FRB02,FRB02,1.0,eurostat_direct
FRB03,FRB03,1.0,eurostat_direct
FRB04,FRB04,1.0,eurostat_direct
FRB05,FRB05,1.0,eurostat_direct
FRB06,FRB06,1.0,eurostat_direct
FRC11,FRC11,1.0,eurostat_direct
FRC12,FRC12,1.0,eurostat_direct
FRC13,FRC13,1.0,eurostat_direct
FRC14,FRC14,1.0,eurostat_direct
FRC21,FRC21,1.0,eurostat_direct
FRC22,FRC22,1.0,eurostat_direct
FRC23,FRC23,1.0,eurostat_direct
FRC24,FRC24,1.0,eurostat_direct
FRD11,FRD11,1.0,eurostat_direct
FRD12,FRD12,1.0,eurostat_direct
FRD13,FRD13,1.0,eurostat_direct
FRD21,FRD21,1.0,eurostat_direct
FRD22,FRD22,1.0,eurostat_direct
FRE11,FRE11,1.0,eurostat_direct
FRE12,FRE12,1.0,eurostat_direct
FRE21,FRE21,1.0,eurostat_direct
FRE22,FRE22,1.0,eurostat_direct
FRE23,FRE23,1.0,eurostat_direct
FRF11,FRF11,1.0,eurostat_direct
FRF12,FRF12,1.0,eurostat_direct
FRF21,FRF21,1.0,eurostat_direct
FRF22,FRF22,1.0,eurostat_direct
FRF23,FRF23,1.0,eurostat_direct
FRF24,FRF24,1.0,eurostat_direct
FRF31,FRF31,1.0,eurostat_direct
FRF32,FRF32,1.0,eurostat_direct
